Id,MSSubClass,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,KitchenQual,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
841,80,Veenker,6,1976,1994,Plywood,Plywood,BrkFace,Gd,CBlock,TA,No,Unf,528,Ex,1094,1855,TA,TA,Attchd,1976.0,RFn,2,512,WD,Normal,187000
842,120,CollgCr,6,2003,2003,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,GLQ,848,Ex,848,848,Gd,NoFireplace,Attchd,2003.0,Fin,2,420,WD,Normal,131500
843,120,Blmngtn,8,2003,2003,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Gd,Unf,1273,Ex,1456,1456,Gd,TA,Attchd,2003.0,Fin,2,400,WD,Normal,215000
844,75,Crawfor,7,1941,1950,MetalSd,MetalSd,None,TA,CBlock,TA,No,Rec,918,Gd,918,1646,TA,Gd,Detchd,1941.0,Unf,1,240,WD,Normal,164000
845,80,NAmes,6,1964,1964,MetalSd,HdBoard,BrkFace,TA,CBlock,TA,Gd,Rec,1127,TA,1445,1445,TA,Fa,Attchd,1964.0,RFn,2,645,WD,Normal,158000
846,20,Sawyer,5,1955,1974,Wd Sdng,Plywood,None,TA,CBlock,TA,Mn,ALQ,1763,TA,1779,1779,TA,Gd,Attchd,1955.0,Unf,2,454,WD,Abnorml,170000
847,20,Sawyer,5,1962,2010,HdBoard,HdBoard,None,TA,CBlock,TA,No,ALQ,1040,Ex,1040,1040,TA,NoFireplace,Detchd,1962.0,Unf,1,260,WD,Normal,127000
848,80,CollgCr,6,1978,1978,Plywood,HdBoard,None,TA,CBlock,Gd,Gd,GLQ,940,TA,1026,1026,TA,NoFireplace,Detchd,1981.0,Unf,2,576,WD,Normal,147000
849,60,Gilbert,6,1994,1995,HdBoard,HdBoard,None,TA,PConc,Gd,No,Unf,702,Gd,702,1481,TA,TA,Attchd,1994.0,Fin,2,343,WD,Normal,174000
850,20,NWAmes,7,1976,1976,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,No,Unf,1090,TA,1370,1370,TA,TA,Attchd,1976.0,RFn,2,479,WD,Family,152000
851,60,NWAmes,6,1968,1984,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,Mn,BLQ,1054,TA,1512,2654,Gd,Gd,Attchd,1968.0,Unf,2,619,WD,Normal,250000
852,50,Crawfor,7,1918,1998,Wd Sdng,Wd Sdng,None,Gd,BrkTil,TA,No,Unf,912,Gd,912,1426,Gd,Gd,Detchd,1925.0,Unf,1,216,WD,Normal,189950
853,190,Sawyer,5,1965,1965,Plywood,HdBoard,None,TA,PConc,TA,Mn,BLQ,1039,Ex,1039,1039,TA,NoFireplace,Attchd,1965.0,Unf,2,504,WD,Normal,131500
854,20,SawyerW,6,1984,1985,HdBoard,Plywood,None,TA,PConc,Gd,No,GLQ,1040,TA,1097,1097,TA,NoFireplace,Attchd,1986.0,Unf,2,480,WD,Normal,152000
855,20,NAmes,5,1959,1959,BrkFace,Plywood,None,TA,CBlock,TA,No,BLQ,1148,TA,1148,1148,TA,NoFireplace,Attchd,1959.0,Unf,1,672,WD,Normal,132500
856,20,Somerst,7,2007,2008,VinylSd,VinylSd,None,Gd,PConc,Ex,No,Unf,1372,Ex,1372,1372,Gd,NoFireplace,Attchd,2008.0,Fin,2,529,New,Partial,250580
857,20,NAmes,5,1970,1970,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,No,BLQ,1002,TA,1002,1002,TA,NoFireplace,Detchd,1973.0,Unf,2,902,WD,Normal,148500
858,20,Timber,8,2006,2007,VinylSd,VinylSd,Stone,Gd,PConc,Gd,Av,Unf,1638,Ex,1646,1646,Gd,Gd,Attchd,2007.0,RFn,3,870,New,Partial,248900
859,20,Sawyer,4,1961,1961,VinylSd,VinylSd,None,TA,CBlock,TA,No,ALQ,1040,TA,1120,1120,Fa,NoFireplace,Attchd,1961.0,RFn,2,544,WD,Normal,129000
860,60,Gilbert,5,1948,1950,Plywood,Plywood,None,TA,Slab,NoBsmt,NoBsmt,NoBsmt,0,Gd,1547,2320,TA,TA,Attchd,1979.0,Unf,2,672,WD,Normal,169000
861,60,SawyerW,7,1993,1994,MetalSd,MetalSd,BrkFace,Gd,PConc,Gd,No,GLQ,1050,Ex,1062,1949,Gd,TA,Attchd,1993.0,Fin,2,574,WD,Normal,236000
862,20,NAmes,5,1962,1962,MetalSd,MetalSd,None,TA,CBlock,TA,No,Unf,894,Gd,894,894,TA,NoFireplace,Detchd,1962.0,Unf,1,308,WD,Normal,109500
863,60,CollgCr,6,1998,1998,VinylSd,VinylSd,BrkFace,TA,PConc,Gd,No,GLQ,804,Ex,804,1682,Gd,NoFireplace,Attchd,1998.0,RFn,2,523,WD,Normal,200500
864,20,NAmes,5,1953,1996,WdShing,Wd Shng,None,Gd,Stone,TA,Av,Unf,105,Gd,910,910,Gd,NoFireplace,Attchd,1953.0,Unf,2,414,WD,Normal,116000
865,40,NAmes,5,1949,1950,HdBoard,HdBoard,None,Gd,CBlock,TA,No,Rec,832,Gd,1036,1268,TA,Gd,Attchd,1949.0,Unf,1,288,WD,Normal,133000
866,50,OldTown,5,1941,1950,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,No,Unf,676,Ex,676,1131,TA,NoFireplace,Detchd,1941.0,Unf,1,200,WD,Abnorml,66500
867,60,Somerst,8,2007,2007,CemntBd,CmentBd,None,Gd,PConc,Gd,Av,GLQ,1184,Ex,1184,2610,Ex,Gd,BuiltIn,2007.0,Fin,2,550,New,Partial,303477
868,20,Mitchel,4,1963,1963,HdBoard,Plywood,None,TA,PConc,TA,Gd,ALQ,1064,Gd,1040,1040,TA,NoFireplace,Attchd,1963.0,Unf,2,648,WD,Normal,132250
869,60,NridgHt,9,2004,2005,VinylSd,VinylSd,Stone,Gd,PConc,Ex,No,GLQ,1462,Ex,1462,2224,Ex,Gd,Attchd,2004.0,Fin,3,738,WD,Normal,350000
870,85,Sawyer,5,1961,1995,HdBoard,HdBoard,None,TA,CBlock,TA,Av,ALQ,1109,TA,1155,1155,Gd,NoFireplace,Detchd,1987.0,Unf,2,576,WD,Normal,148000
871,20,CollgCr,5,1978,2005,VinylSd,VinylSd,BrkFace,Gd,CBlock,TA,No,ALQ,864,Ex,864,864,TA,NoFireplace,Attchd,1978.0,Unf,1,336,WD,Normal,136500
872,20,Edwards,5,2005,2006,VinylSd,VinylSd,None,TA,PConc,Ex,No,ALQ,1090,Gd,1090,1090,TA,NoFireplace,Attchd,2005.0,Fin,2,450,WD,Normal,157000
873,50,Timber,7,1990,1991,HdBoard,HdBoard,BrkFace,Gd,CBlock,Gd,Mn,LwQ,1156,Ex,1187,1717,Gd,TA,Attchd,1990.0,RFn,2,400,WD,Normal,187500
874,60,Gilbert,6,1992,1993,VinylSd,VinylSd,None,TA,PConc,Gd,No,Unf,808,Gd,808,1593,TA,TA,BuiltIn,1993.0,RFn,2,389,WD,Normal,178000
875,75,SWISU,4,1912,1950,Wd Sdng,Wd Sdng,None,Gd,PConc,TA,No,Unf,795,TA,954,2230,TA,NoFireplace,Detchd,1997.0,Unf,1,440,WD,Normal,118500
876,20,NAmes,5,1967,1967,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,BLQ,892,TA,892,892,TA,NoFireplace,Attchd,1967.0,RFn,1,288,WD,Normal,100000
877,120,Somerst,9,1999,2000,MetalSd,MetalSd,BrkFace,Gd,PConc,Ex,Av,GLQ,1698,Ex,1709,1709,Gd,TA,Attchd,1999.0,Fin,2,506,CWD,Abnorml,328900
878,90,NAmes,5,1959,2005,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,No,LwQ,1626,Ex,1712,1712,TA,NoFireplace,Attchd,2005.0,Fin,2,588,WD,Family,145000
879,50,Edwards,5,1955,1955,MetalSd,MetalSd,None,TA,PConc,TA,No,Unf,816,TA,872,1393,TA,NoFireplace,Attchd,1955.0,Unf,1,300,WD,Normal,135500
880,20,NAmes,8,1970,1970,Wd Sdng,Wd Sdng,None,Gd,PConc,TA,Gd,ALQ,2217,Ex,2217,2217,Gd,TA,Attchd,1970.0,Unf,2,621,WD,Normal,268000
881,20,NAmes,6,1953,1953,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,No,BLQ,1505,Ex,1505,1505,TA,TA,Attchd,1953.0,RFn,2,505,WD,Normal,149500
882,50,NAmes,5,1949,2006,MetalSd,MetalSd,None,TA,CBlock,TA,Mn,Unf,672,Ex,672,924,TA,Po,Detchd,2003.0,Unf,2,576,WD,Normal,122900
883,60,Sawyer,6,1978,1978,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,LwQ,918,Gd,918,1683,TA,TA,Attchd,1978.0,RFn,2,440,WD,Normal,172500
884,20,Sawyer,6,1963,2003,HdBoard,HdBoard,None,TA,CBlock,TA,No,GLQ,1059,TA,1068,1068,TA,NoFireplace,Attchd,1963.0,RFn,1,264,WD,Normal,154500
885,20,Sawyer,5,1954,1954,Wd Sdng,Plywood,None,TA,PConc,Gd,Mn,BLQ,1383,TA,1383,1383,TA,Gd,Attchd,1954.0,Unf,1,354,WD,Normal,165000
886,90,SawyerW,5,1979,1979,Plywood,Plywood,None,TA,Slab,NoBsmt,NoBsmt,NoBsmt,0,TA,1535,1535,TA,NoFireplace,Attchd,1979.0,Unf,2,400,WD,Alloca,118858
887,60,NAmes,6,1963,1963,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,BLQ,780,TA,983,1796,TA,TA,Attchd,1963.0,RFn,2,483,WD,Normal,140000
888,30,IDOTRR,4,1936,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,No,ALQ,951,Ex,951,951,TA,NoFireplace,Detchd,1936.0,Unf,1,327,WD,Abnorml,106500
889,90,SawyerW,5,1979,1979,Plywood,Plywood,None,TA,Slab,NoBsmt,NoBsmt,NoBsmt,0,TA,1120,2240,TA,NoFireplace,Detchd,1979.0,Unf,2,528,WD,Alloca,142953
890,20,Sawyer,5,1961,1994,HdBoard,Plywood,None,TA,CBlock,TA,No,BLQ,912,TA,1236,1236,TA,TA,Attchd,1961.0,Unf,1,288,WD,Normal,135000
891,20,NAmes,4,1971,1971,HdBoard,HdBoard,None,TA,CBlock,TA,No,ALQ,858,TA,858,858,TA,NoFireplace,Detchd,1979.0,Unf,1,684,WD,Normal,110000
892,20,NAmes,5,1957,2000,MetalSd,MetalSd,None,TA,CBlock,TA,Mn,BLQ,992,TA,1306,1306,TA,NoFireplace,Detchd,1968.0,Unf,1,756,WD,Normal,153000
893,60,Gilbert,7,2003,2003,VinylSd,VinylSd,None,Gd,PConc,Gd,No,Unf,783,Ex,807,1509,Gd,Gd,Attchd,2003.0,Fin,2,393,WD,Normal,180000
894,20,Gilbert,7,2006,2006,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,Unf,1670,Ex,1670,1670,Gd,Gd,Attchd,2006.0,RFn,3,690,New,Partial,240000
895,20,Sawyer,5,1967,1967,HdBoard,Wd Sdng,BrkFace,TA,CBlock,TA,No,GLQ,876,TA,902,902,TA,NoFireplace,Attchd,1967.0,Unf,1,288,WD,Normal,125500
896,20,NAmes,5,1954,1954,HdBoard,HdBoard,Stone,TA,CBlock,TA,No,Rec,1056,TA,1063,1063,TA,NoFireplace,Attchd,1954.0,RFn,1,280,WD,Normal,128000
897,20,Somerst,8,2006,2006,VinylSd,VinylSd,Stone,Gd,PConc,Gd,No,GLQ,1623,Ex,1636,1636,Gd,Gd,Attchd,2006.0,RFn,3,865,WD,Normal,255000
898,50,Crawfor,7,1936,1987,BrkFace,BrkFace,None,Gd,CBlock,Gd,No,Rec,1017,Gd,1020,2057,Gd,Gd,Attchd,1936.0,Fin,1,180,WD,Normal,250000
899,20,Mitchel,5,1983,1983,HdBoard,HdBoard,None,TA,CBlock,Gd,Av,BLQ,864,TA,902,902,TA,NoFireplace,Attchd,1983.0,Unf,2,484,WD,Normal,131000
900,60,Gilbert,6,2005,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,No,Unf,742,Ex,742,1484,Gd,Gd,Attchd,2005.0,Fin,2,390,WD,Normal,174000
901,90,NAmes,5,1960,1960,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,No,Rec,1105,TA,1105,2274,TA,NoFireplace,Detchd,1960.0,Unf,2,480,WD,Normal,154300
902,20,CollgCr,5,1977,1989,HdBoard,Plywood,None,TA,CBlock,Gd,Av,ALQ,1268,TA,1268,1268,Gd,NoFireplace,Detchd,1978.0,Unf,1,252,WD,Normal,143500
903,30,BrkSide,5,1925,1950,MetalSd,MetalSd,None,TA,BrkTil,TA,No,Rec,768,TA,1015,1015,TA,NoFireplace,Detchd,1925.0,Unf,1,450,WD,Abnorml,88000
904,90,Crawfor,5,1949,1950,MetalSd,MetalSd,None,TA,CBlock,TA,No,BLQ,1001,TA,1001,2002,TA,NoFireplace,2Types,1949.0,Unf,3,871,WD,Normal,145000
905,160,Somerst,6,2009,2009,VinylSd,VinylSd,Stone,Gd,PConc,Gd,Av,GLQ,612,Ex,612,1224,Gd,NoFireplace,Detchd,2009.0,RFn,2,528,New,Partial,173733
906,160,MeadowV,4,1970,1970,CemntBd,CmentBd,BrkFace,TA,CBlock,TA,No,Unf,546,Fa,546,1092,TA,NoFireplace,Attchd,1970.0,Unf,1,286,WD,Normal,75000
907,20,IDOTRR,2,1949,1950,AsbShng,AsbShng,None,TA,CBlock,TA,Av,BLQ,480,TA,480,480,TA,NoFireplace,Detchd,1958.0,Unf,1,308,WD,Abnorml,35311
908,20,Edwards,4,1956,1956,VinylSd,VinylSd,None,TA,CBlock,TA,No,ALQ,1134,Ex,1229,1229,TA,NoFireplace,Attchd,1956.0,RFn,1,284,WD,Normal,135000
909,60,SawyerW,7,1991,1991,HdBoard,HdBoard,None,Gd,PConc,Ex,Mn,BLQ,1104,Ex,912,2127,Gd,TA,Attchd,1991.0,RFn,3,833,WD,Normal,238000
910,20,NAmes,6,1958,2002,MetalSd,MetalSd,None,Ex,CBlock,Gd,No,ALQ,1184,Ex,1414,1414,TA,TA,Attchd,1990.0,Unf,2,601,WD,Normal,176500
911,60,SawyerW,6,1994,1994,HdBoard,HdBoard,BrkFace,Gd,PConc,Gd,No,GLQ,928,Ex,936,1721,Gd,NoFireplace,Attchd,1994.0,RFn,2,471,WD,Normal,201000
912,90,Edwards,5,1900,2003,MetalSd,MetalSd,None,TA,CBlock,TA,No,ALQ,1272,Gd,1272,2200,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,145900
913,20,Gilbert,6,2005,2006,VinylSd,VinylSd,None,Gd,PConc,Gd,No,GLQ,1316,Ex,1316,1316,Gd,Gd,Attchd,2005.0,Fin,2,397,New,Partial,169990
914,120,SawyerW,6,1993,1994,Plywood,Plywood,None,Gd,PConc,Gd,No,LwQ,1604,Ex,1617,1617,Gd,Fa,Attchd,1993.0,RFn,2,533,WD,Normal,193000
915,20,NWAmes,6,1980,1980,Plywood,Plywood,BrkFace,TA,CBlock,Gd,No,BLQ,1686,TA,1686,1686,TA,TA,Attchd,1980.0,Unf,2,612,WD,Normal,207500
916,20,NWAmes,5,1977,1977,VinylSd,VinylSd,None,TA,PConc,Gd,Av,ALQ,1126,TA,1126,1126,Ex,NoFireplace,Attchd,1977.0,RFn,2,540,WD,Abnorml,175000
917,60,NridgHt,8,2003,2004,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,Unf,1181,Ex,1234,2374,Ex,Gd,BuiltIn,2003.0,Fin,3,656,WD,Normal,285000
918,60,NWAmes,7,1968,1968,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,No,BLQ,832,Gd,1098,1978,TA,Gd,Attchd,1968.0,RFn,2,486,WD,Normal,176000
919,20,CollgCr,8,2001,2001,VinylSd,VinylSd,None,Gd,PConc,Gd,Av,Unf,1753,Ex,1788,1788,Ex,TA,Attchd,2001.0,RFn,2,522,WD,Normal,236500
920,60,Gilbert,7,1997,1997,HdBoard,HdBoard,BrkFace,TA,PConc,Gd,No,Unf,964,Gd,993,2236,Gd,TA,BuiltIn,1997.0,Fin,2,642,WD,Normal,222000
921,20,Timber,8,2007,2007,VinylSd,VinylSd,None,Gd,PConc,Gd,Av,GLQ,1466,Ex,1466,1466,Gd,NoFireplace,Attchd,2007.0,Fin,3,610,WD,Normal,201000
922,20,NAmes,5,1965,1965,VinylSd,VinylSd,None,TA,CBlock,TA,No,BLQ,925,Ex,925,925,TA,NoFireplace,Detchd,1965.0,Unf,1,429,WD,Normal,117500
923,20,Somerst,9,2006,2006,VinylSd,ImStucc,Stone,Ex,PConc,Ex,No,Unf,1905,Ex,1905,1905,Ex,Gd,Attchd,2006.0,Fin,3,788,WD,Normal,320000
924,20,CollgCr,7,2004,2004,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,GLQ,1500,Ex,1500,1500,Gd,NoFireplace,Attchd,2004.0,RFn,2,570,WD,Normal,190000
925,20,NAmes,7,1960,2007,Wd Sdng,Wd Sdng,None,TA,CBlock,Gd,Gd,GLQ,585,Ex,2069,2069,Gd,Gd,Attchd,1960.0,RFn,2,505,WD,Normal,242000
926,30,BrkSide,4,1926,1953,MetalSd,MetalSd,BrkFace,TA,PConc,Fa,Mn,Unf,600,Gd,747,747,TA,NoFireplace,Detchd,1953.0,Unf,2,528,WD,Normal,79900
927,20,SawyerW,7,2003,2003,VinylSd,VinylSd,,Gd,PConc,Gd,No,GLQ,1176,Ex,1200,1200,Gd,NoFireplace,Attchd,2003.0,RFn,2,555,WD,Normal,184900
928,60,Somerst,7,2005,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,Mn,GLQ,1113,Ex,1113,1971,Gd,Gd,Attchd,2005.0,RFn,2,689,WD,Normal,253000
929,60,CollgCr,7,2006,2006,VinylSd,VinylSd,None,Gd,PConc,Gd,Mn,GLQ,1391,Ex,1391,1962,Gd,NoFireplace,Attchd,2006.0,RFn,3,868,New,Partial,239799
930,70,ClearCr,7,1940,1950,MetalSd,MetalSd,None,TA,CBlock,TA,Mn,Unf,1032,Ex,1207,2403,TA,TA,Attchd,1940.0,Unf,1,349,COD,Normal,244400
931,90,Mitchel,6,1976,1976,Plywood,Plywood,None,TA,CBlock,TA,Gd,Rec,1728,TA,1728,1728,TA,NoFireplace,Attchd,1976.0,Unf,2,574,WD,Normal,150900
932,60,Gilbert,7,1999,1999,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,ALQ,992,Ex,1022,2060,Gd,TA,BuiltIn,1999.0,RFn,2,390,WD,Normal,214000
933,90,Edwards,4,1977,1977,MetalSd,MetalSd,None,TA,PConc,Gd,Gd,GLQ,1440,TA,1440,1440,TA,NoFireplace,NoGarage,,NoGarage,0,0,Oth,Abnorml,150000
934,90,Mitchel,5,1967,1967,HdBoard,Plywood,None,TA,CBlock,TA,Av,Unf,1632,TA,1632,1632,TA,NoFireplace,Attchd,1967.0,Unf,2,576,WD,Normal,143000
935,20,Timber,6,1958,1958,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,GLQ,819,Gd,1344,1344,Gd,Gd,Basment,1958.0,RFn,2,525,COD,Abnorml,137500
936,50,OldTown,5,1890,1996,VinylSd,VinylSd,None,TA,BrkTil,TA,No,LwQ,1088,TA,1188,1869,TA,NoFireplace,Detchd,1963.0,Unf,2,456,WD,Normal,124900
937,80,NAmes,5,1959,1959,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,Av,ALQ,1144,TA,1144,1144,TA,TA,Attchd,1959.0,RFn,1,796,WD,Normal,143000
938,20,Timber,8,2002,2003,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,GLQ,1616,Ex,1629,1629,Gd,Gd,Attchd,2002.0,Fin,3,808,WD,Normal,270000
939,60,CollgCr,7,2002,2002,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,NoBsmt,Unf,936,Ex,936,1776,Gd,TA,Attchd,2002.0,RFn,2,474,WD,Normal,192500
940,20,NWAmes,6,1972,2006,Plywood,Plywood,None,TA,CBlock,TA,No,ALQ,1161,TA,1381,1381,Gd,TA,Attchd,1972.0,RFn,2,676,WD,Normal,197500
941,20,NAmes,5,1950,2002,VinylSd,VinylSd,None,TA,CBlock,TA,No,ALQ,864,Gd,864,864,Gd,NoFireplace,Detchd,1980.0,RFn,2,720,WD,Normal,129000
942,20,SawyerW,5,1965,1965,VinylSd,VinylSd,None,TA,CBlock,TA,No,BLQ,828,Gd,965,965,TA,NoFireplace,Detchd,1979.0,Unf,1,300,WD,Abnorml,119900
943,85,CollgCr,5,1972,2003,WdShing,HdBoard,None,TA,CBlock,Gd,Av,GLQ,768,Gd,768,768,TA,NoFireplace,Detchd,1974.0,Fin,1,396,WD,Normal,133900
944,60,Mitchel,5,1969,1969,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,Av,ALQ,784,Ex,1168,1968,TA,Po,Attchd,1969.0,RFn,2,530,WD,Normal,172000
945,90,Edwards,6,1975,1975,WdShing,Plywood,BrkFace,TA,CBlock,Gd,Gd,GLQ,945,TA,980,980,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,AdjLand,127500
946,90,Crawfor,6,1946,1950,MetalSd,MetalSd,BrkFace,TA,CBlock,Gd,No,Rec,979,TA,979,1958,TA,NoFireplace,Attchd,1946.0,Unf,2,492,WD,Normal,145000
947,160,Blueste,6,1980,1980,MetalSd,MetalSd,None,TA,CBlock,Gd,No,ALQ,561,TA,561,1229,TA,TA,Attchd,1980.0,Fin,2,462,WD,Normal,124000
948,20,Sawyer,5,1962,1962,MetalSd,MetalSd,None,TA,CBlock,TA,No,Rec,1057,TA,1057,1057,TA,NoFireplace,Detchd,1977.0,Fin,2,576,WD,Normal,132000
949,20,CollgCr,7,2003,2003,VinylSd,VinylSd,None,Gd,PConc,Gd,Mn,GLQ,1337,Ex,1337,1337,Gd,NoFireplace,Attchd,2003.0,RFn,2,531,WD,Normal,185000
950,160,Somerst,7,1999,1999,MetalSd,MetalSd,None,Gd,PConc,Gd,No,ALQ,696,Ex,696,1416,Gd,NoFireplace,Detchd,1999.0,Unf,2,484,WD,Normal,155000
951,20,BrkSide,5,1958,2008,Wd Sdng,Plywood,None,TA,CBlock,TA,Gd,BLQ,858,Gd,858,858,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,116500
952,60,NWAmes,6,1977,1995,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,No,ALQ,1330,TA,1542,2872,TA,TA,Attchd,1977.0,Fin,2,619,WD,Normal,272000
953,160,NPkVill,6,1976,1976,Plywood,Brk Cmn,None,TA,CBlock,Gd,No,ALQ,804,TA,804,1548,Gd,TA,Detchd,1976.0,Unf,2,440,WD,Normal,155000
954,20,CollgCr,9,2007,2007,VinylSd,VinylSd,None,Gd,PConc,Ex,No,Unf,1800,Ex,1800,1800,Ex,NoFireplace,Attchd,2007.0,Fin,2,702,WD,Normal,239000
955,60,Timber,7,2002,2003,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,GLQ,817,Ex,824,1894,Gd,Gd,BuiltIn,2002.0,Fin,2,510,WD,Normal,214900
956,60,Gilbert,6,2005,2007,VinylSd,VinylSd,None,Gd,PConc,Gd,No,Unf,783,Ex,783,1484,Gd,Gd,Attchd,2005.0,Fin,2,393,New,Partial,178900
957,50,Crawfor,5,1940,1950,MetalSd,MetalSd,None,Gd,BrkTil,TA,No,Rec,728,Ex,976,1308,TA,TA,Detchd,1940.0,Unf,1,256,WD,Normal,160000
958,20,NAmes,5,1955,1955,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,No,ALQ,1098,TA,1098,1098,TA,NoFireplace,Attchd,1955.0,Unf,1,260,WD,Normal,135000
959,50,OldTown,3,1910,1950,VinylSd,VinylSd,None,TA,BrkTil,TA,No,Unf,600,Fa,600,968,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Abnorml,37900
960,190,NAmes,6,1958,1958,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,Gd,ALQ,588,TA,1095,1095,TA,NoFireplace,Attchd,1958.0,RFn,1,264,ConLD,Normal,140000
961,50,NAmes,4,1949,1950,AsbShng,AsbShng,None,TA,CBlock,TA,No,Unf,720,TA,720,1192,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Abnorml,135000
962,160,NridgHt,7,2003,2004,VinylSd,Wd Shng,Stone,Gd,PConc,Gd,No,GLQ,764,Ex,764,1626,Gd,NoFireplace,BuiltIn,2003.0,RFn,2,474,WD,Normal,173000
963,120,SawyerW,6,1979,1979,Plywood,Plywood,None,TA,CBlock,Gd,No,Unf,918,TA,918,918,TA,TA,Attchd,1979.0,Unf,1,264,WD,Normal,99500
964,20,Somerst,7,2007,2008,CemntBd,CmentBd,,Gd,PConc,Gd,No,Unf,1428,Ex,1428,1428,Gd,NoFireplace,Attchd,2007.0,Fin,2,480,New,Partial,182000
965,70,BrkSide,7,1910,1993,HdBoard,HdBoard,None,TA,BrkTil,Gd,No,Unf,728,TA,1136,2019,Gd,NoFireplace,Detchd,1997.0,Unf,2,532,WD,Normal,167500
966,160,Somerst,7,2000,2000,MetalSd,MetalSd,None,Gd,PConc,Gd,No,GLQ,673,Ex,673,1382,Gd,NoFireplace,Detchd,2000.0,Unf,2,490,WD,Normal,165000
967,30,BrkSide,4,1923,1958,Wd Sdng,Wd Sdng,None,TA,PConc,Gd,No,Unf,440,TA,869,869,Fa,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,85500
968,120,Somerst,7,2006,2007,VinylSd,VinylSd,,Gd,PConc,Gd,No,GLQ,1241,Ex,1241,1241,Gd,NoFireplace,Attchd,2007.0,Fin,2,569,New,Partial,199900
969,20,Edwards,4,1954,1954,MetalSd,MetalSd,None,TA,CBlock,TA,No,LwQ,894,Ex,894,894,TA,NoFireplace,Detchd,1999.0,Unf,2,400,WD,Abnorml,110000
970,20,Sawyer,5,1963,1963,VinylSd,VinylSd,None,TA,PConc,TA,No,Rec,1121,TA,1121,1121,TA,NoFireplace,Detchd,1963.0,Unf,2,480,WD,Normal,139000
971,85,NAmes,7,1961,2007,CemntBd,CmentBd,Stone,Ex,CBlock,TA,Av,ALQ,944,Gd,999,999,Ex,NoFireplace,Attchd,1961.0,RFn,2,588,WD,Normal,178400
972,60,NoRidge,8,1998,1999,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,GLQ,1225,Ex,1276,2612,Gd,TA,Attchd,1998.0,Fin,3,676,WD,Normal,336000
973,20,Blmngtn,7,2007,2007,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,Unf,1266,Ex,1266,1266,Gd,Gd,Attchd,2007.0,Fin,2,388,WD,Normal,159895
974,60,CollgCr,8,2002,2002,CemntBd,CmentBd,None,Gd,PConc,Gd,Mn,Unf,1128,Ex,1149,2290,Gd,Gd,Attchd,2002.0,Unf,2,779,WD,Normal,255900
975,90,Mitchel,5,1977,1977,Plywood,Plywood,None,TA,CBlock,NoBsmt,NoBsmt,NoBsmt,0,TA,1302,1734,Gd,NoFireplace,Attchd,1977.0,Unf,2,539,COD,Normal,126000
976,190,Edwards,5,1950,1950,MetalSd,MetalSd,None,TA,CBlock,TA,No,ALQ,1164,TA,1164,1164,TA,NoFireplace,Detchd,1950.0,Unf,1,240,ConLD,Normal,125000
977,50,OldTown,6,1910,2003,VinylSd,VinylSd,None,TA,CBlock,TA,No,Unf,485,Gd,1001,1635,Gd,NoFireplace,Attchd,1950.0,Unf,1,255,WD,Normal,117000
